asset_id,blog_id,blog_slug,bytes,cloudinary_public_id,download_message,excerpt,featured_image,format,height,id,image_url,local_file,local_path,location_id,location_slug,photo_id,photo_index,photographer,photographer_url,provider,provider_page_url,public_id,search_query,secure_url,slug,status,thumbnail_url,title,upload_status,version,width
4e552ded690bc207473f594f01f798b8,51,hue-historical-significance,492892,danangtrip/blogs/hue-historical-significance/blog-51__hue-historical-significance__p01,downloaded:492892,A look at the events that shaped Hue into the city it is today.,,jpg,1253,51,https://images.pexels.com/photos/27418878/pexels-photo-27418878.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-51__hue-historical-significance__p01__pexels-27418878.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-51__hue-historical-significance__p01__pexels-27418878.jpg,51,hue-historical-significance,27418878,1,Vietnam Tri Duong Photographer,https://www.pexels.com/@triduhi-youtuber,pexels,https://www.pexels.com/photo/kinh-thanh-hu-vi-t-nam-27418878/,danangtrip/blogs/hue-historical-significance/blog-51__hue-historical-significance__p01,Hue Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621887/danangtrip/blogs/hue-historical-significance/blog-51__hue-historical-significance__p01.jpg,hue-historical-significance,downloaded,https://images.pexels.com/photos/27418878/pexels-photo-27418878.jpeg?auto=compress&cs=tinysrgb&h=350,A Historical Deep Dive: Understanding Hue’s Role in Vietnam’s Past,uploaded,1780621887,1880
8109da35dbf9073597aeb461f18342a3,52,hue-garden-houses-guide,492892,danangtrip/blogs/hue-garden-houses-guide/blog-52__hue-garden-houses-guide__p01,downloaded:492892,"Explore the unique ""nha vuon"" and their cultural importance.",,jpg,1253,52,https://images.pexels.com/photos/27418878/pexels-photo-27418878.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-52__hue-garden-houses-guide__p01__pexels-27418878.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-52__hue-garden-houses-guide__p01__pexels-27418878.jpg,52,hue-garden-houses-guide,27418878,1,Vietnam Tri Duong Photographer,https://www.pexels.com/@triduhi-youtuber,pexels,https://www.pexels.com/photo/kinh-thanh-hu-vi-t-nam-27418878/,danangtrip/blogs/hue-garden-houses-guide/blog-52__hue-garden-houses-guide__p01,Hue Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621890/danangtrip/blogs/hue-garden-houses-guide/blog-52__hue-garden-houses-guide__p01.jpg,hue-garden-houses-guide,downloaded,https://images.pexels.com/photos/27418878/pexels-photo-27418878.jpeg?auto=compress&cs=tinysrgb&h=350,Garden Houses of Hue: A Taste of Royal Architecture,uploaded,1780621890,1880
a9fd0d347d98c5ab7a10715b81903ff7,53,hue-history-tour-itinerary,492892,danangtrip/blogs/hue-history-tour-itinerary/blog-53__hue-history-tour-itinerary__p01,downloaded:492892,A specialized itinerary focusing on the historical and archaeological sites.,,jpg,1253,53,https://images.pexels.com/photos/27418878/pexels-photo-27418878.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-53__hue-history-tour-itinerary__p01__pexels-27418878.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-53__hue-history-tour-itinerary__p01__pexels-27418878.jpg,53,hue-history-tour-itinerary,27418878,1,Vietnam Tri Duong Photographer,https://www.pexels.com/@triduhi-youtuber,pexels,https://www.pexels.com/photo/kinh-thanh-hu-vi-t-nam-27418878/,danangtrip/blogs/hue-history-tour-itinerary/blog-53__hue-history-tour-itinerary__p01,Hue Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621893/danangtrip/blogs/hue-history-tour-itinerary/blog-53__hue-history-tour-itinerary__p01.jpg,hue-history-tour-itinerary,downloaded,https://images.pexels.com/photos/27418878/pexels-photo-27418878.jpeg?auto=compress&cs=tinysrgb&h=350,Hue for History Buffs: Must-Visit Sites,uploaded,1780621893,1880
90094834851e67dfb42a88d72dbcb740,54,rural-hue-guide,492892,danangtrip/blogs/rural-hue-guide/blog-54__rural-hue-guide__p01,downloaded:492892,Exploring the villages and farms surrounding the city.,,jpg,1253,54,https://images.pexels.com/photos/27418878/pexels-photo-27418878.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-54__rural-hue-guide__p01__pexels-27418878.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-54__rural-hue-guide__p01__pexels-27418878.jpg,54,rural-hue-guide,27418878,1,Vietnam Tri Duong Photographer,https://www.pexels.com/@triduhi-youtuber,pexels,https://www.pexels.com/photo/kinh-thanh-hu-vi-t-nam-27418878/,danangtrip/blogs/rural-hue-guide/blog-54__rural-hue-guide__p01,Hue Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621896/danangtrip/blogs/rural-hue-guide/blog-54__rural-hue-guide__p01.jpg,rural-hue-guide,downloaded,https://images.pexels.com/photos/27418878/pexels-photo-27418878.jpeg?auto=compress&cs=tinysrgb&h=350,Beyond the Citadels: The Quiet Charm of Rural Hue,uploaded,1780621896,1880
05bc7b9bc441d58e7530c8c08c749e8b,55,where-to-stay-hue-guide,492892,danangtrip/blogs/where-to-stay-hue-guide/blog-55__where-to-stay-hue-guide__p01,downloaded:492892,Recommendations for hotels and guesthouses in the imperial city.,,jpg,1253,55,https://images.pexels.com/photos/27418878/pexels-photo-27418878.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-55__where-to-stay-hue-guide__p01__pexels-27418878.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-55__where-to-stay-hue-guide__p01__pexels-27418878.jpg,55,where-to-stay-hue-guide,27418878,1,Vietnam Tri Duong Photographer,https://www.pexels.com/@triduhi-youtuber,pexels,https://www.pexels.com/photo/kinh-thanh-hu-vi-t-nam-27418878/,danangtrip/blogs/where-to-stay-hue-guide/blog-55__where-to-stay-hue-guide__p01,Hue Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621898/danangtrip/blogs/where-to-stay-hue-guide/blog-55__where-to-stay-hue-guide__p01.jpg,where-to-stay-hue-guide,downloaded,https://images.pexels.com/photos/27418878/pexels-photo-27418878.jpeg?auto=compress&cs=tinysrgb&h=350,The Best Places to Stay in Hue for Every Budget,uploaded,1780621898,1880
408bcdc9d996fa6c217fc81f17265c01,56,central-vietnam-food-bucket-list,423466,danangtrip/blogs/central-vietnam-food-bucket-list/blog-56__central-vietnam-food-bucket-list__p01,downloaded:423466,50 dishes you must try while traveling through the region.,,jpg,1253,56,https://images.pexels.com/photos/33970485/pexels-photo-33970485.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-56__central-vietnam-food-bucket-list__p01__pexels-33970485.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-56__central-vietnam-food-bucket-list__p01__pexels-33970485.jpg,56,central-vietnam-food-bucket-list,33970485,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,pexels,https://www.pexels.com/photo/bustling-meat-market-scene-in-da-nang-vietnam-33970485/,danangtrip/blogs/central-vietnam-food-bucket-list/blog-56__central-vietnam-food-bucket-list__p01,Da Nang Vietnamese food,https://res.cloudinary.com/dmukxquza/image/upload/v1780621901/danangtrip/blogs/central-vietnam-food-bucket-list/blog-56__central-vietnam-food-bucket-list__p01.jpg,central-vietnam-food-bucket-list,downloaded,https://images.pexels.com/photos/33970485/pexels-photo-33970485.jpeg?auto=compress&cs=tinysrgb&h=350,The Ultimate Central Vietnam Food Bucket List,uploaded,1780621901,1880
5b7a4015ea4ac8626a701c564e5f867a,57,vietnam-coffee-culture-guide,389442,danangtrip/blogs/vietnam-coffee-culture-guide/blog-57__vietnam-coffee-culture-guide__p01,downloaded:389442,Learn about the different types of coffee and the history of the drink in Vietnam.,,jpg,1253,57,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-57__vietnam-coffee-culture-guide__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-57__vietnam-coffee-culture-guide__p01__pexels-30933135.jpg,57,vietnam-coffee-culture-guide,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/vietnam-coffee-culture-guide/blog-57__vietnam-coffee-culture-guide__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621904/danangtrip/blogs/vietnam-coffee-culture-guide/blog-57__vietnam-coffee-culture-guide__p01.jpg,vietnam-coffee-culture-guide,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,A Guide to Vietnam’s Coffee Culture: From Hanoi to Hoi An,uploaded,1780621904,1880
c12ec3b951f63fb8cbe6c97424dbcb23,58,my-quang-tasting-guide,375366,danangtrip/blogs/my-quang-tasting-guide/blog-58__my-quang-tasting-guide__p01,downloaded:375366,The history and variations of the famous turmeric noodle soup.,,jpg,1253,58,https://images.pexels.com/photos/33022451/pexels-photo-33022451.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-58__my-quang-tasting-guide__p01__pexels-33022451.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-58__my-quang-tasting-guide__p01__pexels-33022451.jpg,58,my-quang-tasting-guide,33022451,1,LUC PH@M,https://www.pexels.com/@peterpham,pexels,https://www.pexels.com/photo/delicious-mi-quang-noodles-in-hoi-an-33022451/,danangtrip/blogs/my-quang-tasting-guide/blog-58__my-quang-tasting-guide__p01,Tasting My Quang: The Signature Noodle Dish of Central Vietnam Da Nang Vietnam,https://res.cloudinary.com/dmukxquza/image/upload/v1780621907/danangtrip/blogs/my-quang-tasting-guide/blog-58__my-quang-tasting-guide__p01.jpg,my-quang-tasting-guide,downloaded,https://images.pexels.com/photos/33022451/pexels-photo-33022451.jpeg?auto=compress&cs=tinysrgb&h=350,Tasting My Quang: The Signature Noodle Dish of Central Vietnam,uploaded,1780621907,1880
8ba4888f3730e6fa8d8429a5fcd836da,59,hoi-an-cooking-class-guide,389442,danangtrip/blogs/hoi-an-cooking-class-guide/blog-59__hoi-an-cooking-class-guide__p01,downloaded:389442,A review of the best cooking classes and food tours in the ancient town.,,jpg,1253,59,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-59__hoi-an-cooking-class-guide__p01__pexels-30933135.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-59__hoi-an-cooking-class-guide__p01__pexels-30933135.jpg,59,hoi-an-cooking-class-guide,30933135,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,pexels,https://www.pexels.com/photo/traditional-scene-in-h-i-an-vietnam-s-ancient-town-30933135/,danangtrip/blogs/hoi-an-cooking-class-guide/blog-59__hoi-an-cooking-class-guide__p01,Hoi An Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780621910/danangtrip/blogs/hoi-an-cooking-class-guide/blog-59__hoi-an-cooking-class-guide__p01.jpg,hoi-an-cooking-class-guide,downloaded,https://images.pexels.com/photos/30933135/pexels-photo-30933135.jpeg?auto=compress&cs=tinysrgb&h=350,How to Cook Authentic Vietnamese Cuisine in Hoi An,uploaded,1780621910,1880
30711dd3d85d9e7c3c59ca1a636391b6,60,where-to-eat-central-vietnam,423466,danangtrip/blogs/where-to-eat-central-vietnam/blog-60__where-to-eat-central-vietnam__p01,downloaded:423466,A comparison of the dining experiences in the region.,,jpg,1253,60,https://images.pexels.com/photos/33970485/pexels-photo-33970485.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,blog-60__where-to-eat-central-vietnam__p01__pexels-33970485.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\blogs\2026-06-05-blog-missing-featured-image\originals\blog-60__where-to-eat-central-vietnam__p01__pexels-33970485.jpg,60,where-to-eat-central-vietnam,33970485,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,pexels,https://www.pexels.com/photo/bustling-meat-market-scene-in-da-nang-vietnam-33970485/,danangtrip/blogs/where-to-eat-central-vietnam/blog-60__where-to-eat-central-vietnam__p01,Da Nang Vietnamese food,https://res.cloudinary.com/dmukxquza/image/upload/v1780621912/danangtrip/blogs/where-to-eat-central-vietnam/blog-60__where-to-eat-central-vietnam__p01.jpg,where-to-eat-central-vietnam,downloaded,https://images.pexels.com/photos/33970485/pexels-photo-33970485.jpeg?auto=compress&cs=tinysrgb&h=350,Street Food vs. Restaurants: Where to Eat in Central Vietnam,uploaded,1780621912,1880
