asset_id,available_from,available_to,booking_availability,booking_count,bytes,category_name,category_slug,cloudinary_public_id,created_at,created_by,description,discount_percent,download_message,duration,exclusions,format,height,id,image_url,images,inclusions,is_featured,is_hot,itinerary,local_file,local_path,location_id,location_slug,max_people,meeting_point,min_people,name,photo_id,photo_index,photographer,photographer_url,price_adult,price_child,price_infant,provider,provider_page_url,public_id,rating_avg,rating_count,search_query,secure_url,short_desc,slug,start_time,status,thumbnail,thumbnail_url,tour_category_id,tour_id,tour_slug,updated_at,upload_status,version,video_url,view_count,width
8d00d7f081b31ff2623f1f727b2949f2,,,open,0,587206,Tour Biển & Đảo,tour-bien-dao,danangtrip/tours/tour-real-variant-51/tour-51__tour-real-variant-51__p01,2026-05-25 08:44:17,,"Trải nghiệm chuyên sâu hơn của Thư giãn tuyệt đối với dịch vụ tắm khoáng, tắm bùn và khu vui chơi nước giữa núi rừng.",0,downloaded:587206,1 ngày,,jpg,1251,51,https://images.pexels.com/photos/35042236/pexels-photo-35042236.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-51__tour-real-variant-51__p01__pexels-35042236.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-51__tour-real-variant-51__p01__pexels-35042236.jpg,51,tour-real-variant-51,30,,2,Tour Tiết Kiệm Tour Suối Khoáng Nóng Thần Tài Relax,35042236,1,Nguyen Ngoc Tien,https://www.pexels.com/@nguyen-ngoc-tien-1321490019,980757.13,672992.64,150000.00,pexels,https://www.pexels.com/photo/group-enjoying-a-scenic-boat-ride-on-tranquil-lake-35042236/,danangtrip/tours/tour-real-variant-51/tour-51__tour-real-variant-51__p01,0.00,0,Tour Tiết Kiệm Tour Suối Khoáng Nóng Thần Tài Relax Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780567233/danangtrip/tours/tour-real-variant-51/tour-51__tour-real-variant-51__p01.jpg,Nghỉ dưỡng và chăm sóc sức khỏe.,tour-real-variant-51,,downloaded,,https://images.pexels.com/photos/35042236/pexels-photo-35042236.jpeg?auto=compress&cs=tinysrgb&h=350,4,51,tour-real-variant-51,2026-05-25 08:44:17,uploaded,1780567233,,0,1880
64e25913526ff4192e76890b526b63ee,,,open,0,302400,Tour Mạo Hiểm,tour-mao-hiem,danangtrip/tours/tour-real-variant-52/tour-52__tour-real-variant-52__p01,2026-05-25 08:44:17,,"Trải nghiệm chuyên sâu hơn của Thám hiểm rừng già Sơn Trà, tìm kiếm voọc chà vá chân nâu và chinh phục đỉnh Bàn Cờ.",0,downloaded:302400,6 giờ,,jpg,1251,52,https://images.pexels.com/photos/36748260/pexels-photo-36748260.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-52__tour-real-variant-52__p01__pexels-36748260.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-52__tour-real-variant-52__p01__pexels-36748260.jpg,52,tour-real-variant-52,10,,2,Tour Khám Phá Tour Trekking Bán Đảo Sơn Trà,36748260,1,TUAN PHAN,https://www.pexels.com/@tuan-phan-2156993475,748900.99,716531.75,0.00,pexels,https://www.pexels.com/photo/scenic-coastal-view-of-s-n-tra-peninsula-vietnam-36748260/,danangtrip/tours/tour-real-variant-52/tour-52__tour-real-variant-52__p01,0.00,0,Tour Khám Phá Tour Trekking Bán Đảo Sơn Trà Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780567236/danangtrip/tours/tour-real-variant-52/tour-52__tour-real-variant-52__p01.jpg,Thử thách thiên nhiên Sơn Trà.,tour-real-variant-52,,downloaded,,https://images.pexels.com/photos/36748260/pexels-photo-36748260.jpeg?auto=compress&cs=tinysrgb&h=350,7,52,tour-real-variant-52,2026-05-25 08:44:17,uploaded,1780567236,,0,1880
5823d94e6c0857dea4c8319b725e5efe,,,open,0,346744,Tour Mạo Hiểm,tour-mao-hiem,danangtrip/tours/tour-real-variant-53/tour-53__tour-real-variant-53__p01,2026-05-25 08:44:17,,"Trải nghiệm chuyên sâu hơn của Trekking rừng quốc gia Bạch Mã, ngắm thác Đỗ Quyên và ngắm toàn cảnh vịnh Lăng Cô từ Hải Vọng Đài.",0,downloaded:346744,1 ngày,,jpg,1300,53,https://images.pexels.com/photos/31265701/pexels-photo-31265701.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-53__tour-real-variant-53__p01__pexels-31265701.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-53__tour-real-variant-53__p01__pexels-31265701.jpg,53,tour-real-variant-53,15,,2,Tour Khám Phá Tour Khám Phá Bạch Mã National Park,31265701,1,Vietnam  Hidden Light,https://www.pexels.com/@vietnamhiddenlight,1226604.56,919312.75,200000.00,pexels,https://www.pexels.com/photo/scenic-mountain-road-in-ha-giang-vietnam-31265701/,danangtrip/tours/tour-real-variant-53/tour-53__tour-real-variant-53__p01,0.00,0,Tour Khám Phá Tour Khám Phá Bạch Mã National Park Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780567239/danangtrip/tours/tour-real-variant-53/tour-53__tour-real-variant-53__p01.jpg,Hành trình chinh phục đỉnh Bạch Mã.,tour-real-variant-53,,downloaded,,https://images.pexels.com/photos/31265701/pexels-photo-31265701.jpeg?auto=compress&cs=tinysrgb&h=350,7,53,tour-real-variant-53,2026-05-25 08:44:17,uploaded,1780567239,,0,1733
2da80fa0001e641faf69fcbf55818b54,,,open,0,306897,Tour Ẩm Thực,tour-am-thuc,danangtrip/tours/tour-real-variant-54/tour-54__tour-real-variant-54__p01,2026-05-25 08:44:17,,Trải nghiệm chuyên sâu hơn của Ngồi sau xe máy cùng HDV địa phương len lỏi vào các ngõ ngách thưởng thức 5-7 món ăn đặc sản.,0,downloaded:306897,4 giờ,,jpg,1253,54,https://images.pexels.com/photos/28899311/pexels-photo-28899311.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-54__tour-real-variant-54__p01__pexels-28899311.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-54__tour-real-variant-54__p01__pexels-28899311.jpg,54,tour-real-variant-54,10,,1,Tour Khám Phá Street Food Tour Đà Nẵng bằng Xe Máy,28899311,1,Tường Chopper,https://www.pexels.com/@tuongchopper,667141.73,685838.06,0.00,pexels,https://www.pexels.com/photo/bustling-street-scene-in-ho-chi-minh-city-vietnam-28899311/,danangtrip/tours/tour-real-variant-54/tour-54__tour-real-variant-54__p01,0.00,0,Tour Khám Phá Street Food Tour Đà Nẵng bằng Xe Máy Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780567243/danangtrip/tours/tour-real-variant-54/tour-54__tour-real-variant-54__p01.jpg,Khám phá ẩm thực Đà Nẵng như người bản địa.,tour-real-variant-54,,downloaded,,https://images.pexels.com/photos/28899311/pexels-photo-28899311.jpeg?auto=compress&cs=tinysrgb&h=350,6,54,tour-real-variant-54,2026-05-25 08:44:17,uploaded,1780567243,,0,1880
173727af8a045fea88734095d75b7538,,,open,0,602871,Tour Khám Phá Thiên Nhiên,tour-thien-nhien,danangtrip/tours/tour-real-variant-55/tour-55__tour-real-variant-55__p01,2026-05-25 08:44:17,,"Trải nghiệm sang trọng hơn của Học cách xới đất, trồng rau, tưới nước và tự tay chế biến món ăn từ rau sạch Trà Quế.",0,downloaded:602871,4 giờ,,jpg,1057,55,https://images.pexels.com/photos/35518540/pexels-photo-35518540.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-55__tour-real-variant-55__p01__pexels-35518540.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-55__tour-real-variant-55__p01__pexels-35518540.jpg,55,tour-real-variant-55,12,,1,Tour Cao Cấp Tour Làm Nông Dân Làng Rau Trà Quế,35518540,1,Duy Nguyen,https://www.pexels.com/@duy-nguyen-489946968,531016.94,382384.90,100000.00,pexels,https://www.pexels.com/photo/aerial-view-of-lush-agricultural-fields-in-vietnam-35518540/,danangtrip/tours/tour-real-variant-55/tour-55__tour-real-variant-55__p01,0.00,0,Tour Cao Cấp Tour Làm Nông Dân Làng Rau Trà Quế Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780567246/danangtrip/tours/tour-real-variant-55/tour-55__tour-real-variant-55__p01.jpg,Một ngày làm nông dân Hội An.,tour-real-variant-55,,downloaded,,https://images.pexels.com/photos/35518540/pexels-photo-35518540.jpeg?auto=compress&cs=tinysrgb&h=350,5,55,tour-real-variant-55,2026-05-25 08:44:17,uploaded,1780567246,,0,1880
ccc2695d25fff789f9504d7f881948c1,,,open,0,357075,Tour Bà Nà Hills,tour-ba-na-hills,danangtrip/tours/tour-real-variant-56/tour-56__tour-real-variant-56__p01,2026-05-25 08:44:17,,"Trải nghiệm chuyên sâu hơn của Ngắm nhìn thành phố ánh sáng từ giữa lòng sông và xem Cầu Rồng phun lửa, phun nước vào tối cuối tuần.",0,downloaded:357075,2 giờ,,jpg,1253,56,https://images.pexels.com/photos/19940389/pexels-photo-19940389.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-56__tour-real-variant-56__p01__pexels-19940389.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-56__tour-real-variant-56__p01__pexels-19940389.jpg,56,tour-real-variant-56,80,,1,Tour Tiết Kiệm Tour Du Thuyền Sông Hàn & Xem Rồng Phun Lửa,19940389,1,Kirandeep Singh Walia,https://www.pexels.com/@kirandeepsingh,214301.78,155106.92,50000.00,pexels,https://www.pexels.com/photo/da-nang-administrative-center-in-vietnam-19940389/,danangtrip/tours/tour-real-variant-56/tour-56__tour-real-variant-56__p01,0.00,0,Tour Tiết Kiệm Tour Du Thuyền Sông Hàn & Xem Rồng Phun Lửa Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780567249/danangtrip/tours/tour-real-variant-56/tour-56__tour-real-variant-56__p01.jpg,Buổi tối lãng mạn trên sông Hàn.,tour-real-variant-56,,downloaded,,https://images.pexels.com/photos/19940389/pexels-photo-19940389.jpeg?auto=compress&cs=tinysrgb&h=350,1,56,tour-real-variant-56,2026-05-25 08:44:17,uploaded,1780567249,,0,1880
b568f014f66b1c07b0d1edc27d9cfe21,,,open,0,456250,Tour Cố Đô Huế,tour-hue,danangtrip/tours/tour-real-variant-57/tour-57__tour-real-variant-57__p01,2026-05-25 08:44:17,,"Trải nghiệm chuyên sâu hơn của Khám phá hệ sinh thái đầm phá nước lợ, chèo thuyền Kayak và ngắm hoàng hôn tuyệt đẹp.",0,downloaded:456250,6 giờ,,jpg,1253,57,https://images.pexels.com/photos/33248828/pexels-photo-33248828.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-57__tour-real-variant-57__p01__pexels-33248828.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-57__tour-real-variant-57__p01__pexels-33248828.jpg,57,tour-real-variant-57,20,,2,Tour Khám Phá Tour Đầm Phá Tam Giang & Sunset,33248828,1,NGUYỄN THÀNH NHƠN,https://www.pexels.com/@nguy-n-thanh-nh-n-203569019,762884.28,558563.09,150000.00,pexels,https://www.pexels.com/photo/speedboat-moored-by-riverside-in-sunny-weather-33248828/,danangtrip/tours/tour-real-variant-57/tour-57__tour-real-variant-57__p01,0.00,0,Tour Khám Phá Tour Đầm Phá Tam Giang & Sunset Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780567251/danangtrip/tours/tour-real-variant-57/tour-57__tour-real-variant-57__p01.jpg,Hoàng hôn rực rỡ trên phá Tam Giang.,tour-real-variant-57,,downloaded,,https://images.pexels.com/photos/33248828/pexels-photo-33248828.jpeg?auto=compress&cs=tinysrgb&h=350,3,57,tour-real-variant-57,2026-05-25 08:44:17,uploaded,1780567251,,0,1880
00ca65f2a9d48e5a21c2f8c09292f784,,,open,0,216563,Tour Khám Phá Thiên Nhiên,tour-thien-nhien,danangtrip/tours/tour-real-variant-58/tour-58__tour-real-variant-58__p01,2026-05-25 08:44:17,,Trải nghiệm chuyên sâu hơn của Thưởng thức loại hình nghệ thuật di sản phi vật thể và thả đèn hoa đăng cầu may trên sông Hương.,0,downloaded:216563,2 giờ,,jpg,1281,58,https://images.pexels.com/photos/29515987/pexels-photo-29515987.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-58__tour-real-variant-58__p01__pexels-29515987.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-58__tour-real-variant-58__p01__pexels-29515987.jpg,58,tour-real-variant-58,30,,1,Tour Khám Phá Tour Ca Huế Trên Sông Hương & Ngắm Thành Phố,29515987,1,Võ Văn Tiến,https://www.pexels.com/@vo-van-ti-n-2037497312,175641.54,106402.86,0.00,pexels,https://www.pexels.com/photo/elegant-woman-in-ao-dai-on-trang-ti-n-bridge-29515987/,danangtrip/tours/tour-real-variant-58/tour-58__tour-real-variant-58__p01,0.00,0,Tour Khám Phá Tour Ca Huế Trên Sông Hương & Ngắm Thành Phố Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780567254/danangtrip/tours/tour-real-variant-58/tour-58__tour-real-variant-58__p01.jpg,Văn hóa cố đô đặc sắc.,tour-real-variant-58,,downloaded,,https://images.pexels.com/photos/29515987/pexels-photo-29515987.jpeg?auto=compress&cs=tinysrgb&h=350,5,58,tour-real-variant-58,2026-05-25 08:44:17,uploaded,1780567254,,0,1880
d92f7cf031f2300eb36edf8d76a5d682,,,open,0,481500,Tour Mạo Hiểm,tour-mao-hiem,danangtrip/tours/tour-real-variant-59/tour-59__tour-real-variant-59__p01,2026-05-25 08:44:17,,Trải nghiệm chuyên sâu hơn của Đi tàu gỗ ra các hòn đảo nhỏ quanh bán đảo Sơn Trà để lặn ngắm san hô và câu cá.,0,downloaded:481500,6 giờ,,jpg,1253,59,https://images.pexels.com/photos/34472517/pexels-photo-34472517.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-59__tour-real-variant-59__p01__pexels-34472517.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-59__tour-real-variant-59__p01__pexels-34472517.jpg,59,tour-real-variant-59,25,,4,Tour Khám Phá Tour Snorkeling Bán Đảo Sơn Trà,34472517,1,Thư Hugo,https://www.pexels.com/@th-hugo-349378163,690738.79,484523.97,100000.00,pexels,https://www.pexels.com/photo/peaceful-coastal-view-in-da-n-ng-vietnam-34472517/,danangtrip/tours/tour-real-variant-59/tour-59__tour-real-variant-59__p01,0.00,0,Tour Khám Phá Tour Snorkeling Bán Đảo Sơn Trà Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780567257/danangtrip/tours/tour-real-variant-59/tour-59__tour-real-variant-59__p01.jpg,Khám phá đại dương Sơn Trà.,tour-real-variant-59,,downloaded,,https://images.pexels.com/photos/34472517/pexels-photo-34472517.jpeg?auto=compress&cs=tinysrgb&h=350,7,59,tour-real-variant-59,2026-05-25 08:44:17,uploaded,1780567257,,0,1880
f6b9f09b1583f46843e54c6908dc4e88,,,open,0,390115,Tour Bà Nà Hills,tour-ba-na-hills,danangtrip/tours/tour-real-variant-60/tour-60__tour-real-variant-60__p01,2026-05-25 08:44:17,,"Trải nghiệm sang trọng hơn của Khám phá chốn bồng lai tiên cảnh với Cầu Vàng, Làng Pháp và hệ thống cáp treo đạt nhiều kỷ lục thế giới.",0,downloaded:390115,1 ngày,,jpg,1300,60,https://images.pexels.com/photos/18671478/pexels-photo-18671478.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,,False,False,,tour-60__tour-real-variant-60__p01__pexels-18671478.jpg,D:\DATN\DATN_Tài liệu\data-center\media-assets\cloudinary-staging\tours\2026-06-04-tour-missing-thumbnail\originals\tour-60__tour-real-variant-60__p01__pexels-18671478.jpg,60,tour-real-variant-60,45,,2,Tour Cao Cấp Tour Bà Nà Hills 1 Ngày (Buffet Trưa),18671478,1,Prakash Achari,https://www.pexels.com/@prakaachu,1463561.08,1042891.06,250000.00,pexels,https://www.pexels.com/photo/golden-bridge-ba-na-hills-vietnam-18671478/,danangtrip/tours/tour-real-variant-60/tour-60__tour-real-variant-60__p01,0.00,0,Tour Cao Cấp Tour Bà Nà Hills 1 Ngày (Buffet Trưa) Vietnam travel,https://res.cloudinary.com/dmukxquza/image/upload/v1780567260/danangtrip/tours/tour-real-variant-60/tour-60__tour-real-variant-60__p01.jpg,Hành trình đưa quý khách đến với đỉnh Núi Chúa - Đà Nẵng.,tour-real-variant-60,,downloaded,,https://images.pexels.com/photos/18671478/pexels-photo-18671478.jpeg?auto=compress&cs=tinysrgb&h=350,1,60,tour-real-variant-60,2026-05-25 08:44:17,uploaded,1780567260,,0,1856
